lemma,learning_language,item
probablemente,es,probably
wahrscheinlich,de,probably
problem,de,problem
problema,es,problem
problema,it,problem
problema,pt,problem
problème,fr,problem
ablauf,de,procedure
procedimento,pt,procedure
procédure,fr,procedure
verfahren,de,Procedures
procéder,fr,proceed
procedimiento,es,process
proceso,es,process
processo,it,process
processus,fr,process
bearbeitung,de,Processing
verarbeitung,de,processing
erzeugen,de,produce
producir,es,produce
produire,fr,produce
produrre,it,produce
produzir,pt,produce
productor,es,producer
producto,es,product
produit,fr,product
produkt,de,product
producción,es,production
production,fr,production
produktion,de,production
profesión,es,profession
profissão,pt,profession
profesional,es,professional
professionale,it,professional
professionnel,fr,professional
professeur,fr,professor
professor,de,professor
perfil,es,profile
perfil,pt,profile
profil,de,profile
gewinn,de,Profit
profit,fr,Profit
émission,fr,program
programa,es,Program
programm,de,program
programma,it,program
programmer,fr,program
programmierung,de,programming
progrès,fr,progress
progreso,es,progress
progetto,it,project
projekt,de,Project
projet,fr,project
fördern,de,promote
förderung,de,Promotion
promoción,es,promotion
promotion,fr,promotion
nachweis,de,proof
prova,pt,proof
eigentum,de,property
grundstück,de,Property
propiedad,es,property
propriedade,pt,property
proprietà,it,property
propriété,fr,property
proporção,pt,proportion
proporción,es,proportion
anteil,de,proportion of
proposition,fr,proposal
proposta,pt,proposal
propuesta,es,proposal
proponer,es,propose
proposer,fr,propose
protagonista,es,protagonist
protéger,fr,protect
schützen,de,protect
proteção,pt,protection
protección,es,protection
protection,fr,protection
protezione,it,protection
proteína,es,protein
proteína,pt,protein
comprovar,pt,prove
provar,pt,prove
prévoir,fr,provide
sofern,de,provided
versehen,de,provided
provincia,es,province
provincia,it,province
provincial,es,provincial
provinciale,it,provincial
prpers,es,Prpers
podar,pt,Prune
psicologia,pt,psychology
psychologie,de,psychology
bar,es,Pub
bar,pt,Pub
öffentlich,de,public
öffentlichkeit,de,public
pubblico,it,public
public,fr,public
público,es,public
público,pt,public
publicação,pt,publication
publicación,es,publication
veröffentlichung,de,publication
publicité,fr,publicity
veröffentlichen,de,publish
verlag,de,publishing company
tirare,it,Pull
ziehen,de,pull
schülerin,de,pupil
comprar,pt,purchase
erwerben,de,Purchase
kauf,de,purchase
pur,fr,pure
puro,es,pure
puro,it,pure
puro,pt,pure
roxo,pt,purple
violet,fr,purple
propósito,es,purpose
propósito,pt,purpose
zweck,de,purpose
borsellino,it,purse
empurrar,pt,push
pousser,fr,push
spingere,it,push
mettere,it,put
mettre,fr,put
setzen,de,put
stellen,de,put
qualifikation,de,qualification
calidad,es,quality
qualidade,pt,quality
qualità,it,quality
qualität,de,quality
qualité,fr,quality
cantidad,es,quantity
quart,fr,quarter
quartal,de,quarter
trimestre,pt,quarter
rainha,pt,queen
cuestión,es,question
frage,de,question
pergunta,pt,question
questão,pt,question
question,fr,question
vite,fr,quick
rapidamente,it,quickly
rápidamente,es,quickly
rapidement,fr,quickly
velocemente,it,quickly
ruhe,de,Quiet
tranquille,fr,quiet
tranquillo,it,quiet
tranquilo,es,quiet
bastante,es,quite
ziemlich,de,quite
parecchio,it,Quite a lot
citar,es,quote
citer,fr,quote
quote,de,Quote
zitat,de,Quote
zitieren,de,quote
course,fr,race
gara,it,race
race,fr,race
radical,es,radical
radicale,it,radical
radio,de,radio
radio,es,radio
radio,fr,radio
rádio,pt,radio
bahnhof,de,railway station
chover,pt,rain
chuva,pt,rain
llover,es,rain
lluvia,es,rain
piovere,it,rain
pleuvoir,fr,rain
pluie,fr,rain
regen,de,rain
relever,fr,raise
élever,fr,Raising
construir,pt,ramp up
aléatoire,fr,random
reichen,de,Range
rang,de,rank
rapido,it,rapid
rare,fr,rare
raro,pt,rare
selten,de,Rare
raramente,it,rarely
rarement,fr,rarely
tasa,es,Rate
taux,fr,rate
eher,de,rather
piuttosto,it,Rather
plutôt,fr,rather
sondern,de,rather
bewertung,de,rating
rayon,fr,Ray
alcanzar,es,reach
atingir,pt,reach
atteindre,fr,reach
gelangen,de,reach
reação,pt,reaction
reacción,es,reaction
réaction,fr,reaction
leer,es,read
leggere,it,read
ler,pt,read
lesen,de,read
lire,fr,read
lector,es,reader
leitor,pt,reader
leser,de,reader
lectura,es,reading
lecture,fr,reading
leitura,pt,reading
lese,de,Reading
lettura,it,reading
bereit,de,ready
prêt,fr,ready
pronto,it,ready
echt,de,real
real,es,real
real,pt,real
réel,fr,real
immobilie,de,Real estate
realidad,es,reality
realidade,pt,reality
réalité,fr,reality
davvero,it,really
realmente,es,Really
realmente,it,really
realmente,pt,really
sério,pt,Really
veramente,it,really
vraiment,fr,really
hinten,de,Rear
begründung,de,Reason
grund,de,reason
motivo,es,reason
motivo,it,reason
ragione,it,reason
raison,fr,Reason
razão,pt,reason
razón,es,reason
erhalten,de,receive
receber,pt,receive
recevoir,fr,receive
recibir,es,receive
ricevere,it,receive
reçu,fr,received
empfänger,de,receiver
récent,fr,recent
recente,it,recent
recente,pt,recent
reciente,es,recent
kürzlich,de,recently
récemment,fr,recently
recentemente,it,recently
recentemente,pt,recently
recientemente,es,Recently
empfang,de,reception
receita,pt,recipe
recette,fr,recipe
rezept,de,recipe
ricetta,it,recipe
reconnaissance,fr,recognition
erkennen,de,recognize
reconhecer,pt,recognize
reconnaître,fr,recognize
reconocer,es,recognize
riconoscere,it,recognize
empfehlen,de,recommend
empfehlung,de,recommendation
recuperar,es,recover
recuperar,pt,recover
lazer,pt,recreation
rojo,es,Red
rosso,it,red
rot,de,red
rouge,fr,red
vermelho,pt,red
reducir,es,reduce
réduire,fr,reduce
reduzieren,de,reduce
reduzir,pt,reduce
reducción,es,reduction
referir,es,refer
bezug,de,reference
referencia,es,reference
referência,pt,reference
referenz,de,reference
réfléchir,fr,reflect
reflexión,es,reflection
réflexion,fr,reflection
reforma,es,reform
reforma,pt,reform
geladeira,pt,refrigerator
rechazar,es,refuse
recusar,pt,refuse
refuser,fr,refuse
regime,pt,Regime
régimen,es,regime
região,pt,region
region,de,region
región,es,region
région,fr,region
regione,it,region
regional,de,regional
regional,es,regional
regional,pt,regional
regionale,it,regional
registrieren,de,register
anmeldung,de,registration
registrierung,de,Registration
regular,es,regular
regelmäßig,de,regularly
regelung,de,regulation
verordnung,de,regulation
vorschrift,de,Regulation
rechazo,es,rejection
rejoindre,fr,rejoin
relacionar,es,relate
beziehung,de,relationship
rapporto,it,relationship
relação,pt,relationship
relación,es,relationship
relation,fr,relationship
verhältnis,de,relationship
relatif,fr,Relative
relativ,de,relative
relativamente,es,relatively
relativamente,it,relatively
relativement,fr,relatively
comunicado,es,release
liberación,es,release
relevanz,de,relevance
religion,de,religion
religion,fr,religion
religión,es,religion
religieux,fr,religious
religioso,es,religious
restantes,pt,remaining
demeure,fr,Remains
notable,es,remarkable
remedio,es,remedy
lembrar,pt,remember
recordar,es,remember
recordar,pt,remember
ricordare,it,remember
eliminar,es,remove
entfernen,de,remove
mieten,de,rent
vermietung,de,Rental
miete,de,rental fee
reparatur,de,repair
riparare,it,repair
ersetzen,de,replace
remplacer,fr,replace
antworten,de,reply
répondre,fr,reply
réponse,fr,reply
bericht,de,report
berichten,de,report
denunciar,es,report
informar,es,report
informe,es,report
melden,de,Report
meldung,de,report
rapport,fr,report
relatório,pt,report
report,de,report
pagella,it,report card
representar,es,represent
représenter,fr,represent
représentant,fr,representative
representante,es,representative
representante,pt,representative
vertreter,de,Representative
república,es,republic
republik,de,republic
anfordern,de,Request
antrag,de,Request
demande,fr,request
demander,fr,request
anfragen,de,Requests
nécessiter,fr,require
requerir,es,require
secours,fr,Rescue
forschung,de,research
recherche,fr,research
pesquisador,pt,researcher
ricercatore,it,researcher
reservar,es,Reserve
reservar,pt,reserve
residência,pt,residence
residenza,it,residence
einwohner,de,Residents
résistance,fr,resistance
resistencia,es,resistance
auflösung,de,resolution
resolución,es,resolution
recurso,es,resource
ressource,de,resource
ressource,fr,resource
respect,fr,respect
respecter,fr,respect
respeitar,pt,respect
respeito,pt,Respect
respetar,es,respect
rispetto,it,respect
achten,de,respect
angegeben,de,Respectively
beziehen,de,Respectively
erfolgen,de,respectively
ergeben,de,Respectively
jeweilig,de,Respectively
respectivamente,es,respectively
respectivement,fr,respectively
rispettivamente,it,respectively
intime,fr,respondent
responsable,es,responsable
responsabilidad,es,responsibility
responsabilidade,pt,responsibility
responsabilità,it,responsibility
responsabilité,fr,responsibility
verantwortung,de,responsibility
responsabile,it,responsible
responsable,fr,responsible
responsável,pt,responsible
verantwortlich,de,responsible
zuständig,de,responsible
descansar,es,rest
descansar,pt,rest
repos,fr,rest
reposer,fr,rest
rest,de,rest
resto,es,rest
resto,pt,rest
riposare,it,rest
restaurant,de,restaurant
restaurant,fr,restaurant
restaurante,es,restaurant
restaurante,pt,restaurant
ristorante,it,restaurant
conseguenza,it,result
conséquence,fr,result
resultado,es,result
resultado,pt,result
resultar,es,result
résultat,fr,result
risultato,it,result
reprendre,fr,Resume
retraite,fr,retirement
regresar,es,return
regressar,pt,return
regresso,pt,return
remettre,fr,Return
rendre,fr,return
rentrer,fr,Return
retour,fr,return
retourner,fr,return
ritornare,it,return
ritorno,it,return
volver,es,return
inverse,fr,Reverse
crítica,es,review
revisão,pt,review
revisión,es,review
avis,fr,Reviews
revolução,pt,revolution
revolución,es,revolution
révolution,fr,revolution
revolucionario,es,revolutionary
revolucionário,pt,revolutionary
rivoluzionario,it,revolutionary
rhein,de,Rhine
ritmo,es,rhythm
ritmo,pt,rhythm
arroz,es,rice
arroz,pt,rice
reis,de,rice
riso,it,rice
riz,fr,rice
reich,de,rich
ricco,it,rich
riche,fr,rich
rico,es,rich
rico,pt,rich
passeio,pt,Ride
remonter,fr,ride up
inmediato,es,righ now
certo,pt,right
derecha,es,right
destra,it,right
direita,pt,Right
direito,pt,right
droite,fr,right
giusto,it,right
rechts,de,right
ici,fr,right here
rigueur,fr,rigor
lauten,de,ring
ring,de,ring
riesgo,es,risk
rischio,it,risk
risco,pt,risk
risiko,de,risk
risque,fr,risk
risquer,fr,risk
rival,es,rival
fleuve,fr,River
rio,pt,River
río,es,River
rivière,fr,river
estrada,pt,road
route,fr,road
straße,de,road
arrostire,it,roast
arrosto,it,roast
robot,fr,robot
rôle,fr,role
rolle,de,role
rouler,fr,Rolling
roma,es,Rome
dachen,de,Roof
tetto,it,roof
toit,fr,roof
habitación,es,room
raum,de,room
sala,it,room
salle,fr,room
stanza,it,room
zimmer,de,room
racine,fr,root
raiz,pt,root
raíz,es,root
rond,fr,round
rund,de,Round
runde,de,round
tondo,it,round
percorso,it,route
rota,pt,route
route,de,route
ruta,es,route
strecke,de,route
fila,it,row
royal,de,Royal
norma,es,rule
regel,de,rule
regla,es,rule
règle,fr,rule
regola,it,rule
regra,pt,rule
correr,es,run
correr,pt,run
correre,it,run
courir,fr,run
lauf,de,Run
laufen,de,run
rennen,de,run
rural,es,rural
rural,pt,rural
russe,fr,Russian
triste,es,sad
triste,fr,sad
triste,it,sad
triste,pt,sad
malheureusement,fr,Sadly
seguro,pt,safe
sicherheit,de,safety
sicurezza,it,safety
saint,fr,saint
insalata,it,salad
salada,pt,Salad
salade,fr,salad
salaire,fr,salary
vendre,fr,sale
venta,es,sale
vente,fr,sale
verkauf,de,sale
umsatz,de,sales
sal,es,Salt
sal,pt,salt
sale,it,salt
salz,de,salt
sel,fr,salt
igual,es,same
mesmo,pt,same
mismo,es,same
stesso,it,same
campione,it,sample
arena,es,sand
sable,fr,sand
sandália,pt,sandal
sandalo,it,sandal
emparedado,es,sandwich
panino,it,sandwich
sanduíche,pt,sandwich
sandwich,de,sandwich
sandwich,fr,sandwich
satisfacción,es,satisfaction
soddisfazione,it,satisfaction
satisfaire,fr,satisfied
zufrieden,de,satisfied
sábado,es,Saturday
sábado,pt,Saturday
sabato,it,Saturday
samedi,fr,Saturday
samstag,de,Saturday
molho,pt,sauce
salsa,es,sauce
sauce,fr,sauce
salsiccia,it,sausage
saucisse,fr,sausage
guardar,pt,save
poupar,pt,save
salvar,es,save
salvar,pt,save
salvare,it,save
sauver,fr,save
sparen,de,save up
salvador,es,savior
afirmar,es,say
decir,es,say
dire,fr,say
dire,it,say
dizer,pt,say
sagen,de,say
escándalo,es,scandal
knapp,de,Scarce
assustar,pt,scare
spaventare,it,scare
cena,pt,scene
escena,es,scene
scena,it,scene
scène,fr,scene
szene,de,scene
esquema,es,scheme
esquema,pt,scheme
colegio,es,school
colégio,pt,school
école,fr,school
escola,pt,school
escuela,es,school
schule,de,school
scuola,it,school
ciencia,es,science
ciência,pt,science
science,fr,science
wissenschaft,de,science
científico,es,scientific
cientista,pt,scientist
scientifique,fr,scientist
schere,de,scissors
tijeras,es,scissors
umfang,de,scope
ponto,pt,Score
grito,es,scream
écran,fr,screen
pantalla,es,screen
schermo,it,screen
tela,pt,screen
mar,es,sea
mar,pt,sea
meer,de,sea
mer,fr,sea
busca,pt,search
buscar,es,search
búsqueda,es,search
durchsuchen,de,search
gesuch,de,Search
pesquisa,pt,search
pesquisar,pt,search
procurar,pt,Search
rechercher,fr,search
suche,de,search
suchen,de,search
sucht,de,Search
enjoo,pt,Seasickness
estação,pt,season
saison,de,season
saison,fr,season
temporada,es,season
temporada,pt,season
assento,pt,seat
siège,fr,seat
deuxième,fr,second
second,fr,second
seconde,fr,second
secondo,it,second
segundo,es,second
segundo,pt,second
sekunde,de,second
zweit,de,second
gebraucht,de,second hand
secret,fr,secret
secreto,es,secret
segredo,pt,secret
secrétaire,fr,secretary
secretaria,pt,Secretary
secretaría,es,Secretary
secretario,es,secretary
secretário,pt,secretary
segretario,it,secretary
abschnitt,de,section
seção,pt,section
sección,es,section
section,fr,section
sezione,it,section
secteur,fr,sector
sector,es,sector
setor,pt,sector
sécurité,fr,security
seguridad,es,security
sehen,de,see
vedere,it,see
ver,es,see
ver,pt,see
voir,fr,see
graine,fr,seed
parecer,es,seem
parecer,pt,seem
scheinen,de,seem to be
auswahl,de,selection
seleção,pt,selection
selección,es,selection
eigen,de,Self
se,it,self
soi,fr,Self
vender,pt,sell
vender,es,sell
vendere,it,sell
verkaufen,de,sell
vendeur,fr,seller
verkäufer,de,Seller
semestre,it,semester
seminar,de,seminar
senador,es,senator
enviar,pt,send
envoyer,fr,send
mandare,it,send
schicken,de,Send
senden,de,send
verschicken,de,send out
senior,de,Senior
sensación,es,sensation
sentido,pt,sense
sinn,de,sense
sensible,fr,sensitive
sensibilidad,es,sensitivity
frase,es,sentence
peine,fr,Sentence
phrase,fr,sentence
satz,de,sentence
september,de,September
septembre,fr,September
septiembre,es,September
setembro,pt,September
settembre,it,September
série,fr,series
série,pt,series
ernst,de,serious
grave,es,serious
grave,fr,serious
grave,it,serious
sérieux,fr,serious
serio,it,serious
gravemente,it,seriously
dienen,de,serve
servir,pt,serve
servir,es,serve
servir,fr,serve
server,de,server
serveur,fr,server
bedienung,de,service
dienst,de,service
dienstleistung,de,service
service,de,service
service,fr,service
servicio,es,service
sesión,es,session
sessão,pt,session
conjunto,es,set
einstellen,de,set to
einrichten,de,set up
sept,fr,seven
sete,pt,Seven
sette,it,seven
sieben,de,seven
siete,es,seven
dezessete,pt,seventeen
diciassette,it,seventeen
sétimo,pt,seventh
settimo,it,seventh
setenta,es,seventy
setenta,pt,seventy
settanta,it,seventy
soixante-dix,fr,seventy
mehrere,de,several
ombre,fr,shadow
sombra,es,shadow
honte,fr,shame
sciampo,it,shampoo
shampoing,fr,shampoo
xampu,pt,shampoo
form,de,shape
forma,es,shape
gestalten,de,shape
aktie,de,share
partager,fr,share
requin,fr,shark
squalo,it,shark
tubarão,pt,shark
raser,fr,shave
lei,it,she
imbarazzato,it,sheepish
blatt,de,sheet
drap,fr,sheet
foglio,it,sheet
hoja,es,sheet
abri,fr,shelter
brillant,fr,Shiny
barco,es,ship
nave,it,ship
versenden,de,ship
camicia,it,shirt
camisa,es,shirt
camisa,pt,shirt
chemise,fr,shirt
hemd,de,shirt
choc,fr,shock
chaussure,fr,shoe
sapato,pt,shoe
scarpa,it,shoe
schuh,de,shoe
zapato,es,shoe
tirer,fr,shoot
boutique,fr,shop
einkaufen,de,shop
magasin,fr,shop
negozio,it,shop
bref,fr,short
breve,it,short
corto,es,short
corto,it,short
court,fr,short
kurz,de,short
sollen,de,should
spalla,it,shoulder
cri,fr,shout
gridare,it,shout
grito,pt,shout
gritar,pt,shout out
anzeigen,de,Show
demostrar,es,show
dimostrare,it,show
espectáculo,es,show
montrer,fr,show
mostrar,pt,Show
mostrar,es,show
show,de,show
spectacle,fr,show
chuveiro,pt,shower
doccia,it,shower
douche,fr,shower
callar,es,shut up
tímido,pt,shy
doente,pt,Sick
enfermo,es,sick
krank,de,Sick
kranke,de,Sick
malade,fr,sick
côté,fr,side
lado,es,side
lado,pt,side
lato,it,side
assinar,pt,sign
firmar,es,sign
panneau,fr,sign
segno,it,sign
signe,fr,sign
signo,es,sign
sinal,pt,sign
anmelden,de,Sign in
abmelden,de,sign out
segnale,it,signal
señal,es,signal
signal,fr,signal
silence,fr,silence
silencio,es,silence
silêncio,pt,silence
silenzioso,it,silent
prata,pt,silver
silber,de,silver
ähnlich,de,similar
simile,it,similar
similar,es,Similary
semplice,it,simple
sencillo,es,simple
simple,es,simple
simple,fr,simple
simples,pt,simple
semplicemente,it,simply
simplement,fr,simply
simplemente,es,simply
simplesmente,pt,simply
sin,it,sin
depuis,fr,since
desde,es,since
desde,pt,since
puisque,fr,since
seit,de,since
sinceramente,it,sincerely
cantar,pt,sing
cantar,es,sing
cantare,it,sing
chanteur,fr,singer
célibataire,fr,single
single,de,single
unico,it,single
einzel,de,singles
herr,de,Sir
monsieur,fr,Sir
schwester,de,sister
soeur,fr,sister
sœur,fr,sister
sorella,it,sister
sentar,es,sit
sentar,pt,sit
asseoir,fr,Sit down
sedere,it,sit down
sitio,es,site
situación,es,situation
situation,fr,situation
situazione,it,situation
sechs,de,six
sei,it,six
seis,es,six
seis,pt,six
six,fr,six
dezesseis,pt,sixteen
sedici,it,sixteen
seize,fr,sixteen
sechst,de,Sixth
sesto,it,sixth
sexto,pt,sixth
sesenta,es,sixty
sessanta,it,sixty
sessenta,pt,sixty
soixante,fr,sixty
größe,de,size
tamanho,pt,size
tamaño,es,size
ski,de,ski
sartén,es,skillet
fähigkeiten,de,Skills
haut,de,skin
peau,fr,skin
pele,pt,skin
piel,es,skin
saltar,es,skip
überspringen,de,skip
falda,es,skirt
gonna,it,skirt
jupe,fr,skirt
rock,de,skirt
saia,pt,skirt
ciel,fr,sky
himmel,de,sky
coucher,fr,sleep
dormir,es,sleep
dormir,fr,sleep
dormir,pt,sleep
dormire,it,sleep
schlaf,de,sleep
schlafen,de,sleep
sommeil,fr,sleep
légèrement,fr,slightly
devagar,pt,slowly
langsam,de,slowly
lentamente,es,slowly
lentamente,it,slowly
lentement,fr,slowly
furbo,it,sly
klein,de,small
petit,fr,small
piccolo,it,small
menor,pt,smaller
sonrisa,es,smile
sorridere,it,smile
sorrir,pt,smile
sourire,fr,smile
fumaça,pt,smoke
fumar,pt,smoke
fumare,it,smoke
fumée,fr,smoke
humo,es,smoke
lanche,pt,snack
spuntino,it,snack
serpent,fr,snake
serpente,it,snake
serpente,pt,snake
tênis,pt,sneakers
neige,fr,snow
neiger,fr,snow
neve,pt,snow
ainsi,fr,so
alors,fr,so
also,de,so
así,es,so
così,it,so
daí,pt,so
donc,fr,so
então,pt,So
entonces,es,so
so,de,so
talmente,it,so
tan,es,so
tão,pt,so
bisher,de,so far
bisherig,de,So far
bislang,de,so far
soweit,de,so far
solange,de,so long
tanto,es,so much
tanto,pt,so much
tellement,fr,so much
sabão,pt,soap
sapone,it,soap
savon,fr,soap
football,fr,soccer
fußball,de,Soccer
futebol,pt,soccer
sozial,de,social
socialista,es,socialist
sociedad,es,society
sociedade,pt,society
società,it,society
société,fr,society
chaussette,fr,sock
meia,pt,sock
divano,it,sofa
sofa,de,sofa
sofá,es,sofa
sofà,it,sofa
doux,fr,soft
macio,pt,soft
douceur,fr,Softness
software,de,software
soldado,es,soldier
soldat,fr,soldier
solide,fr,solid
solidaridad,es,solidarity
solidarietà,it,solidarity
lösung,de,solution
solução,pt,solution
solución,es,solution
solution,fr,solution
lösen,de,solve
resolver,es,solve
resolver,pt,solve
résoudre,fr,solve
algum,pt,some
einige,de,some
manch,de,some
qualche,it,some
quelque,fr,some
quelqu'un,fr,somebody
irgendwie,de,somehow
alguém,pt,someone
alguien,es,someone
jemand,de,someone
qualcuno,it,someone
algo,es,something
algo,pt,something
qualcosa,it,something
manchmal,de,sometimes
mitunter,de,Sometimes
parfois,fr,sometimes
talvolta,it,sometimes
figlio,it,son
filho,pt,son
fils,fr,son
hijo,es,son
sohn,de,son
canção,pt,song
canción,es,song
canzone,it,song
chanson,fr,song
lied,de,song
song,de,song
bald,de,soon
bientôt,fr,soon
logo,pt,soon
presto,it,soon
pronto,es,soon
désolé,fr,sorry
pardon,fr,sorry
spiacente,it,sorry
sortieren,de,sort by
alma,es,soul
âme,fr,soul
seele,de,soul
soar,pt,sound
soñar,es,Sound
sonido,es,sound
sopa,es,Soup
sopa,pt,soup
soupe,fr,soup
suppe,de,Soup
zuppa,it,soup
azedo,pt,sour
fonte,it,source
fonte,pt,source
fuente,es,source
origem,pt,source
source,fr,source
sud,fr,South
sud,it,south
süden,de,south
sul,pt,south
sur,es,south
espace,fr,space
espacio,es,space
espaço,pt,space
espagne,fr,Spain
espanha,pt,Spain
spagna,it,Spain
spanien,de,Spain
espagnol,fr,Spanish
espanhol,pt,Spanish
español,es,Spanish
spagnolo,it,Spanish
sparkasse,de,Sparkasse
brillante,es,sparkly
falar,pt,speak
parlare,it,speak
parler,fr,speak
sprechen,de,speak
lautsprecher,de,speaker
fala,pt,speaks
especial,es,special
especial,pt,special
spécial,fr,special
speciale,it,special
especialista,es,specialist
especialista,pt,specialist
specialmente,it,specially
espèce,fr,species
especie,es,species
espécie,pt,species
précis,fr,specific
préciser,fr,Specify
zuschauer,de,spectator
discorso,it,speech
discours,fr,speech
discurso,es,speech
parole,fr,Speech
rede,de,speech
geschwindigkeit,de,speed
velocidad,es,speed
velocità,it,speed
vitesse,fr,speed
soletrar,pt,spell
dépenser,fr,spend
gastar,es,spend
gastar,pt,spend
araignée,fr,spider
araña,es,Spider
aranha,pt,spider
ragno,it,spider
espíritu,es,spirit
geist,de,spirit
portavoz,es,spokesman
porta-voz,pt,Spokesperson
éponge,fr,sponge
esponja,es,sponge
colher,pt,Spoon
cucchiaio,it,spoon
cuchara,es,spoon
cuillère,fr,spoon
löffel,de,spoon
deporte,es,sport
sport,fr,sport
sport,it,sport
sport,de,Sports
primavera,es,spring
primavera,it,spring
primavera,pt,spring
printemps,fr,spring
piazza,it,square
place,fr,square
plaza,es,square
praça,pt,square
quadrado,pt,square
estabilidad,es,stability
estadio,es,stadium
estádio,pt,Stadium
stade,fr,Stadium
stadio,it,Stadium
personal,de,staff
personale,it,staff
personnel,fr,staff
bühne,de,stage
escenario,es,stage
etapa,es,stage
etapa,pt,stage
palco,pt,stage
escalier,fr,staircase
stehen,de,stand
norme,fr,standard
debout,fr,standing
estrela,pt,star
estrella,es,star
étoile,fr,star
star,de,star
stern,de,star
comenzar,es,start
commencer,fr,start
démarrer,fr,start
empezar,es,start
iniciar,es,Start
iniciar,pt,start
inicio,es,start
início,pt,start
iniziare,it,start
starten,de,start
estatal,es,state
état,fr,state
statale,it,state
zustand,de,State
erklärung,de,statement
aussagen,de,Statements
estación,es,station
gare,fr,station
posto,pt,Station
station,de,station
stazione,it,station
statistik,de,statistics
status,de,status
bleiben,de,stay
ficar,pt,stay
quedar,es,stay
rester,fr,stay
rimanere,it,stay
séjour,fr,stay
stare,it,stay
bife,pt,steak
roubar,pt,steal
rubare,it,steal
acier,fr,steel
aço,pt,steel
stahl,de,steel
volante,pt,Steering wheel
étape,fr,step
passo,it,step
passo,pt,step
stufe,de,step
ainda,pt,still
noch,de,still
anregung,de,Stimulus
börse,de,Stock exchange
bourse,fr,stock Exchange
calza,it,stocking
estômago,pt,stomach
stomaco,it,stomach
pedra,pt,stone
piedra,es,stone
stein,de,stone
arrêt,fr,stop
arrêter,fr,Stop
fermare,it,stop
fermata,it,stop
parada,pt,stop
parar,es,stop
parar,pt,stop
armazenar,pt,store
tormenta,pt,storm
geschichte,de,story
relato,es,story
relato,pt,Story
étrange,fr,strange
extraño,es,strange
strano,it,strange
estrategia,es,strategy
strategie,de,strategy
stratégie,fr,strategy
fragola,it,strawberry
fraise,fr,strawberry
fresa,es,Strawberry
morango,pt,Strawberry
calle,es,Street
rua,pt,Street
rue,fr,street
strada,it,Street
via,it,Street
force,fr,strength
stressig,de,stressful
greve,pt,strike
huelga,es,strike
coup,fr,stroke
forte,it,strong
forte,pt,strong
fuerte,es,strong
fortement,fr,Strongly
fortemente,it,strongly
stark,de,Strongly
estructura,es,structure
estrutura,pt,structure
struttura,it,structure
kampf,de,struggle
preso,pt,stuck
alumno,es,student
alunno,it,student
aluno,pt,student
estudante,pt,student
estudiante,es,student
étudiant,fr,student
schüler,de,student
studente,it,student
studentin,de,Student
estúdio,pt,studio
studio,de,Studio
estudar,pt,study
estudiar,es,study
estudio,es,study
estudo,pt,study
étude,fr,study
étudier,fr,study
studiare,it,study
studie,de,study
studio,it,study
bouche,fr,stuffy
bête,fr,stupid
estilo,es,style
stil,de,style
style,fr,style
fach,de,subject
sujeito,pt,subject
sujet,fr,subject
sujeto,es,subject
assunto,pt,subject matter
abgeben,de,submit
enviar,es,submit
abonnieren,de,subscribe to
teilnehmer,de,subscriber
anschließend,de,subsequently
substância,pt,substance
sustancia,es,substance
banlieue,fr,suburbs
metro,pt,subway
metrô,pt,subway
réussir,fr,Succeed
triunfar,es,succeed
erfolg,de,success
éxito,es,success
succès,fr,success
sucesso,pt,success
solch,de,such
tal,es,such
tale,it,such
tel,fr,such
plötzlich,de,suddenly
demandar,es,sue
souffrir,fr,suffer
sufrir,es,suffer
suffire,fr,Suffice
ausreichend,de,sufficient
açúcar,pt,sugar
azúcar,es,sugar
sucre,fr,sugar
zucchero,it,sugar
zucker,de,sugar
vorschlagen,de,suggest
vorschlag,de,suggestion
convenir,fr,suit
costume,fr,suit
traje,es,suit
adatto,it,suitable
adecuado,es,suitable
geeignet,de,suitable
passend,de,Suitable
valigia,it,suitcase
valise,fr,suitcase
somme,fr,sum
estate,it,summer
été,fr,summer
sommer,de,summer
verano,es,summer
verão,pt,summer
cumbre,es,summit
sol,es,Sun
sol,pt,Sun
soleil,fr,Sun
sonne,de,Sun
dimanche,fr,Sunday
domenica,it,Sunday
domingo,es,Sunday
domingo,pt,Sunday
sonntag,de,Sunday
ensolarado,pt,sunny
soleggiato,it,sunny
supérieur,fr,superior
superior,pt,Superior
supermercado,pt,supermarket
supermercato,it,supermarket
apoyar,es,support
soutenir,fr,support
supporter,fr,support
unterstützen,de,support
unterstützung,de,support
suponer,es,suppose
supor,pt,suppose
supporre,it,suppose
sicuro,it,sure
sur,fr,sure
sûr,fr,sure
seguramente,es,surely
sûrement,fr,surely
superficie,es,surface
superfície,pt,surface
opération,fr,surgery
cognome,it,surname
name,de,Surname
sorpresa,es,surprise
surpresa,pt,surprise
surprise,fr,surprise
sorpreso,it,surprised
umgebung,de,Surroundings
vigilancia,es,surveillance
vigilância,pt,Surveillance
umfrage,de,survey
sustentar,pt,sustain
maglione,it,sweater
schwede,de,Swede
dolce,it,sweet
dulce,es,sweet
nadar,es,swim
nadar,pt,swim
nager,fr,swim
nuotare,it,swim
schwimmen,de,swim
alberca,es,swimming pool
piscine,fr,swimming pool
schwimmbad,de,swimming pool
schweizer,de,Swiss
suisse,fr,Swiss
wechseln,de,switch
accendere,it,switch on
schweiz,de,Switzerland
símbolo,es,symbol
symbol,de,symbol
